en|notes from an analysis and a combined edition of Sono and Visits from the Seventh,31,en 
en|has won the Rome Prize in Literature from the American Academy of Arts and Letters 
en|a Guggenheim fellowship a Bogliasco fellowship and a National Endowment for the Arts Translation Fellowship 
en|towards sexuality may diverge along regions between SubSaharan Africa and North Africa with the former 
en|having been under the influence of Christianity and the latter under the influence of Islam,31,en 
en|there exist African communities that are accepting of female pleasure others may repudiate against such 
en|in genetic diversity show that in ancient African history women were more likely than men 
nl|is een groot land met een zeer lange geschiedenis, een oude beschaving en cultuur in 
nl|Oost-Azië. Het Chinese hartland beslaat het vruchtbare gebied tussen de Stille Oceaan ten oosten, de 
nl|tropische gebieden van Zuidoost-Azië ten zuiden, en de grote gebergtegordels, steppen, taiga en woestijnen van 
nl|Centraal-Azië en Siberië ten westen en noorden. Chinezen wonen verspreid over alle delen van de 
nl|wereld. Ongeveer 1,4 miljard Chinezen leven in de Volksrepubliek China, dat daarmee qua inwoners het 
nl|grootste land ter wereld is. Andere belangrijke populaties bevinden zich in Taiwan, Singapore en andere 
